"","ID","NUTSID","iso_week","iso_yr","mean_tmpmean","mean_tmpwgtmean","mean_tmplogwgtmean","mean_tmp65plsmean","geo_code","geo_lab","year","TIME_PERIOD","death_count_tot","death_pop_an","stn_death","crude_death"
"161","2013-W02-FRJ12","FRJ12",2,2013,5.97891974449158,6.25251773425511,5.76912127222334,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2013-W02-FRJ13","FRJ13",2,2013,5.96751165390015,6.58708766528538,5.48839650835309,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2013-W02-FRJ14","FRJ14",2,2013,3.55481708668438,3.58487023519618,3.54123522926654,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2013-W02-FRJ15","FRJ15",2,2013,6.84883771623884,8.65374456133161,5.80001669270652,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2013-W02-FRJ21","FRJ21",2,2013,2.91265549830028,3.67336758545467,2.51145017147064,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2013-W02-FRJ22","FRJ22",2,2013,2.38911569969995,2.22141114303044,2.45593581880842,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2013-W02-FRJ23","FRJ23",2,2013,4.58568062101092,5.28411136354719,3.93423621995108,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2013-W02-FRJ24","FRJ24",2,2013,5.75068283081055,5.7383040360042,5.75450008256095,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2013-W02-FRJ25","FRJ25",2,2013,3.51417018686022,3.59270116261074,3.4736419745854,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2013-W02-FRJ26","FRJ26",2,2013,3.4844309091568,4.37869211605617,2.93439452137266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2013-W02-FRJ27","FRJ27",2,2013,3.76060308728899,3.98881040300642,3.62035652569362,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2013-W02-FRJ28","FRJ28",2,2013,4.85998065131051,5.07983490398952,4.73926455633981,NA,NA,NA,NA,NA,NA,NA,NA,NA
