"","ID","NUTSID","iso_week","iso_yr","min_tmpavg","min_tmpwgtavg","min_tmplogwgtavg","min_tmp65plsavg","geo_code","geo_lab","year","TIME_PERIOD","death_count_tot","death_pop_an","stn_death","crude_death"
"86","2013-W01-FRK26","FRK26",1,2013,3.05397639671961,3.89563003182411,1.37396913766861,3.89141939083735,NA,NA,NA,NA,NA,NA,NA,NA
"87","2013-W01-FRK27","FRK27",1,2013,-4.95643476645152,-2.51796158154805,-5.9186407327652,-2.56203892827034,NA,NA,NA,NA,NA,NA,NA,NA
"88","2013-W01-FRK28","FRK28",1,2013,-2.43120287358761,-1.32622775435448,-3.6108594139417,-1.59968399008115,NA,NA,NA,NA,NA,NA,NA,NA
"89","2013-W01-FRL01","FRL01",1,2013,-1.57454032699267,-0.967075621088347,-1.8153944487373,-0.963208670417468,NA,NA,NA,NA,NA,NA,NA,NA
"90","2013-W01-FRL02","FRL02",1,2013,-4.32485336065292,-3.20991614460945,-4.64365847905477,-3.20074161887169,NA,NA,NA,NA,NA,NA,NA,NA
"91","2013-W01-FRL03","FRL03",1,2013,2.85923139254252,5.40664227803548,2.01599598427613,5.43277994791667,NA,NA,NA,NA,NA,NA,NA,NA
"92","2013-W01-FRL04","FRL04",1,2013,3.43493527173996,3.7095414797465,3.70206030209859,3.67357496420542,NA,NA,NA,NA,NA,NA,NA,NA
"93","2013-W01-FRL05","FRL05",1,2013,1.69680998722712,2.74145569403966,1.28092336778839,2.6609295407931,NA,NA,NA,NA,NA,NA,NA,NA
"94","2013-W01-FRL06","FRL06",1,2013,2.08571541309357,3.54245812197526,0.899151653051376,3.51969666282336,NA,NA,NA,NA,NA,NA,NA,NA
"95","2013-W01-FRM01","FRM01",1,2013,4.53583125273387,5.56032776832581,4.36918246746063,5.37002889315287,NA,NA,NA,NA,NA,NA,NA,NA
"96","2013-W01-FRM02","FRM02",1,2013,4.72686739762624,5.27203329404195,4.46695216496785,5.19314928849538,NA,NA,NA,NA,NA,NA,NA,NA
"97","2013-W02-FR101","FR101",2,2013,4.05529357705797,4.06887527874538,4.06344013554709,4.06894155911037,NA,NA,NA,NA,NA,NA,NA,NA
"98","2013-W02-FR102","FR102",2,2013,2.67561882308551,2.98378048624311,2.51820479759148,2.98155915737152,NA,NA,NA,NA,NA,NA,NA,NA
"99","2013-W02-FR103","FR103",2,2013,2.96704566052982,3.07243953006608,2.64056779657091,3.07117880667959,NA,NA,NA,NA,NA,NA,NA,NA
