"","ID","NUTSID","iso_week","iso_yr","max_tmpavg","max_tmpwgtavg","max_tmplogwgtavg","max_tmp65plsavg","geo_code","geo_lab","year","TIME_PERIOD","death_count_tot","death_pop_an","stn_death","crude_death"
"123","2013-W02-FRD22","FRD22",2,2013,6.15511420794896,6.45342806407384,5.92768628256662,6.40238898141043,NA,NA,NA,NA,NA,NA,NA,NA
"124","2013-W02-FRE11","FRE11",2,2013,4.89496508666447,4.98242443374225,4.56824978760311,4.97310851727213,NA,NA,NA,NA,NA,NA,NA,NA
"125","2013-W02-FRE12","FRE12",2,2013,5.22445635284696,5.20406181471689,5.22023245266506,5.17517002991268,NA,NA,NA,NA,NA,NA,NA,NA
"126","2013-W02-FRE21","FRE21",2,2013,4.97118255070278,5.02889902251107,4.95420919145857,5.0309500013079,NA,NA,NA,NA,NA,NA,NA,NA
"127","2013-W02-FRE22","FRE22",2,2013,5.47565123013088,5.63864074434553,5.38303773743766,5.63298637526376,NA,NA,NA,NA,NA,NA,NA,NA
"128","2013-W02-FRE23","FRE23",2,2013,5.54316318035126,5.61235686710903,5.51809212139674,5.6099466255733,NA,NA,NA,NA,NA,NA,NA,NA
"129","2013-W02-FRF11","FRF11",2,2013,3.07286533713341,3.24566031353814,2.9177125777517,3.2264454386064,NA,NA,NA,NA,NA,NA,NA,NA
"130","2013-W02-FRF12","FRF12",2,2013,3.28243387277637,3.43533895271165,3.1560562231711,3.42369203056608,NA,NA,NA,NA,NA,NA,NA,NA
"131","2013-W02-FRF21","FRF21",2,2013,3.73738024915968,3.72483491897583,3.74657433373587,3.74229899474552,NA,NA,NA,NA,NA,NA,NA,NA
"132","2013-W02-FRF22","FRF22",2,2013,4.43281868525914,4.57462041718619,4.39933279582432,4.57365093912397,NA,NA,NA,NA,NA,NA,NA,NA
"133","2013-W02-FRF23","FRF23",2,2013,4.3862213747842,4.69125482014247,4.33052488735744,4.69178795814514,NA,NA,NA,NA,NA,NA,NA,NA
"134","2013-W02-FRF24","FRF24",2,2013,3.34836711202349,3.55951631069183,3.3196987594877,3.55784513269152,NA,NA,NA,NA,NA,NA,NA,NA
"135","2013-W02-FRF31","FRF31",2,2013,3.46975466183254,3.55435036814639,3.47907302635057,3.59618449530431,NA,NA,NA,NA,NA,NA,NA,NA
"136","2013-W02-FRF32","FRF32",2,2013,3.31887528300285,3.34717655181885,3.30963554978371,3.35051996367318,NA,NA,NA,NA,NA,NA,NA,NA
"137","2013-W02-FRF33","FRF33",2,2013,2.9762986770698,3.04271462985447,2.9942039677075,3.05097901821137,NA,NA,NA,NA,NA,NA,NA,NA
"138","2013-W02-FRF34","FRF34",2,2013,3.26691611324038,3.34022968155997,3.23739751747676,3.34051859378815,NA,NA,NA,NA,NA,NA,NA,NA
"139","2013-W02-FRG01","FRG01",2,2013,8.92711687088011,8.95299543653216,8.86107063293457,8.92332833153861,NA,NA,NA,NA,NA,NA,NA,NA
"140","2013-W02-FRG02","FRG02",2,2013,8.12492588588169,8.17866774967739,8.09287806919643,8.1770520891462,NA,NA,NA,NA,NA,NA,NA,NA
"141","2013-W02-FRG03","FRG03",2,2013,7.63848556791033,7.75342110225132,7.59483385086059,7.75142165592738,NA,NA,NA,NA,NA,NA,NA,NA
"142","2013-W02-FRG04","FRG04",2,2013,7.24655778067453,7.40057556969779,7.18615007400513,7.39748593739101,NA,NA,NA,NA,NA,NA,NA,NA
"143","2013-W02-FRG05","FRG05",2,2013,9.04480770656041,9.08813721793038,9.04834263665336,9.06305497033256,NA,NA,NA,NA,NA,NA,NA,NA
"144","2013-W02-FRH01","FRH01",2,2013,9.29996844700405,9.49431112834384,9.18718099594117,9.46867861066546,NA,NA,NA,NA,NA,NA,NA,NA
"145","2013-W02-FRH02","FRH02",2,2013,10.456318787166,10.6018426077706,10.3161666733878,10.5819676262992,NA,NA,NA,NA,NA,NA,NA,NA
"146","2013-W02-FRH03","FRH03",2,2013,8.72566338947841,8.85683012008667,8.66541944231305,8.85190984180995,NA,NA,NA,NA,NA,NA,NA,NA
"147","2013-W02-FRH04","FRH04",2,2013,9.57158729008267,9.94245903832572,9.42637906755719,9.88847589492798,NA,NA,NA,NA,NA,NA,NA,NA
"148","2013-W02-FRI11","FRI11",2,2013,6.82662275859288,6.96132789339338,6.79042318889074,6.95390970366342,NA,NA,NA,NA,NA,NA,NA,NA
"149","2013-W02-FRI12","FRI12",2,2013,9.1646592957633,9.14235721315657,9.25737517220634,9.12455749511718,NA,NA,NA,NA,NA,NA,NA,NA
"150","2013-W02-FRI13","FRI13",2,2013,10.1143354688372,10.4915195873805,9.97391727992466,10.461501121521,NA,NA,NA,NA,NA,NA,NA,NA
"151","2013-W02-FRI14","FRI14",2,2013,7.97596447808402,7.96163191114152,8.00990152359009,7.96188974380494,NA,NA,NA,NA,NA,NA,NA,NA
"152","2013-W02-FRI15","FRI15",2,2013,9.47384670802525,10.2446511813572,8.90938356944492,10.1150378499712,NA,NA,NA,NA,NA,NA,NA,NA
"153","2013-W02-FRI21","FRI21",2,2013,5.51962534018925,5.63709453174046,5.55875638553074,5.63808943544115,NA,NA,NA,NA,NA,NA,NA,NA
"154","2013-W02-FRI22","FRI22",2,2013,5.56803584098816,5.46898450170244,5.6100492818015,5.46898763520377,NA,NA,NA,NA,NA,NA,NA,NA
"155","2013-W02-FRI23","FRI23",2,2013,5.44068159375872,5.44288740839277,5.46211682047163,5.44266281809126,NA,NA,NA,NA,NA,NA,NA,NA
"156","2013-W02-FRI31","FRI31",2,2013,7.43363434927805,7.66754347937446,7.34725570678712,7.66597631999424,NA,NA,NA,NA,NA,NA,NA,NA
"157","2013-W02-FRI32","FRI32",2,2013,8.99831186022077,9.19723333631244,8.90762104306902,9.17016860416957,NA,NA,NA,NA,NA,NA,NA,NA
"158","2013-W02-FRI33","FRI33",2,2013,7.71714772496905,7.9171554020473,7.67063413347516,7.91710151944842,NA,NA,NA,NA,NA,NA,NA,NA
"159","2013-W02-FRI34","FRI34",2,2013,7.00544670649937,7.0888820375715,6.96626990182059,7.08806364876884,NA,NA,NA,NA,NA,NA,NA,NA
"160","2013-W02-FRJ11","FRJ11",2,2013,9.28236348288398,9.3129816055298,9.37543044771466,9.24901212964739,NA,NA,NA,NA,NA,NA,NA,NA
"161","2013-W02-FRJ12","FRJ12",2,2013,11.4853326252529,11.5582647323609,11.3718403407506,11.5565676007952,NA,NA,NA,NA,NA,NA,NA,NA
"162","2013-W02-FRJ13","FRJ13",2,2013,10.9585132598877,11.8176892144339,10.3596661431449,11.8421201705933,NA,NA,NA,NA,NA,NA,NA,NA
"163","2013-W02-FRJ14","FRJ14",2,2013,7.98993815694537,8.09001340184894,7.94805083956038,8.09038533483233,NA,NA,NA,NA,NA,NA,NA,NA
"164","2013-W02-FRJ15","FRJ15",2,2013,11.6211636407035,13.2419564383371,10.6716642039163,13.28339944567,NA,NA,NA,NA,NA,NA,NA,NA
"165","2013-W02-FRJ21","FRJ21",2,2013,6.85909959248133,7.47653259549822,6.51171150803565,7.48246506282261,NA,NA,NA,NA,NA,NA,NA,NA
"166","2013-W02-FRJ22","FRJ22",2,2013,5.6307350567409,5.18636461666652,5.85513414655413,5.18652129173279,NA,NA,NA,NA,NA,NA,NA,NA
"167","2013-W02-FRJ23","FRJ23",2,2013,7.6180146081107,7.71774877820697,7.44637683459691,7.7177345412118,NA,NA,NA,NA,NA,NA,NA,NA
"168","2013-W02-FRJ24","FRJ24",2,2013,8.276155097144,8.25065772874016,8.28091035570418,8.2509307861328,NA,NA,NA,NA,NA,NA,NA,NA
