"","ID","NUTSID","iso_week","iso_yr","avg_temp","wgt_temp","wgt_logtemp","wgt_65plstemp","geo_code","geo_lab","year","TIME_PERIOD","death_count_tot","death_pop_an","stn_death","crude_death"
"19","2014-W01-FRC21","FRC21",1,2014,5.10532445907593,NA,NA,5.96606335639953,"FRC21","Doubs",2014,"2014-W01",109,534710,19.737114637381,20.3848815245647
"20","2014-W01-FRC22","FRC22",1,2014,6.02521634101868,5.64090986251831,5.90291776657105,6.49784092903137,"FRC22","Jura",2014,"2014-W01",55,260681,15.741881449321,21.098584093202
"21","2014-W01-FRC23","FRC23",1,2014,6.81661796569824,6.71445846557618,6.73290176391602,6.66403036117554,"FRC23","Haute-Saône",2014,"2014-W01",35,238347,12.1840925964704,14.6844726386319
"22","2014-W01-FRC24","FRC24",1,2014,5.38198776245117,5.35720777511597,5.36700105667114,5.44312744140625,"FRC24","Territoire de Belfort",2014,"2014-W01",37,144334,23.6142898803884,25.6349855196974
"23","2014-W01-FRD11","FRD11",1,2014,8.76172657012939,8.81673107147217,8.78686790466309,8.95417900085449,"FRD11","Calvados",2014,"2014-W01",138,691670,17.331725777352,19.9517110760912
"24","2014-W01-FRD12","FRD12",1,2014,8.52116842269897,8.5199447631836,8.51797895431519,8.56526870727539,"FRD12","Manche",2014,"2014-W01",95,499958,14.4040817736686,19.0015961340753
"25","2014-W01-FRD13","FRD13",1,2014,8.2422776222229,8.20911550521851,8.19227113723755,8.25324306488037,"FRD13","Orne",2014,"2014-W01",52,287750,12.6710900827847,18.0712423979149
"26","2014-W01-FRD21","FRD21",1,2014,8.70342779159546,8.71987962722778,8.7132682800293,8.77227954864503,"FRD21","Eure",2014,"2014-W01",96,598347,16.1941655779864,16.0442017758926
"27","2014-W01-FRD22","FRD22",1,2014,8.45669975280762,8.50556058883667,8.48910264968872,8.62298059463501,"FRD22","Seine-Maritime",2014,"2014-W01",242,1257920,18.2212155479495,19.2381073518189
"28","2014-W01-FRE11","FRE11",1,2014,8.03471002578735,8.10703868865967,8.08070907592773,8.25020542144775,"FRE11","Nord",2014,"2014-W01",460,2603472,19.6714829558993,17.6687131645741
"29","2014-W01-FRE12","FRE12",1,2014,8.25738878250122,8.30755596160889,8.2923173904419,8.39227256774902,"FRE12","Pas-de-Calais",2014,"2014-W01",288,1472589,19.8299154284058,19.5573917773391
"30","2014-W01-FRE21","FRE21",1,2014,8.08368244171142,8.0609697341919,8.06197462081909,8.17078237533569,"FRE21","Aisne",2014,"2014-W01",105,539783,17.8259125077716,19.4522613716994
"31","2014-W01-FRE22","FRE22",1,2014,8.61428747177123,8.68143196105957,8.64391098022461,8.88023958206176,"FRE22","Oise",2014,"2014-W01",108,818680,15.1325992219746,13.1919675575316
"32","2014-W01-FRE23","FRE23",1,2014,8.32762956619263,8.34120292663574,8.34130935668945,8.41701669692993,"FRE23","Somme",2014,"2014-W01",111,571632,18.6004188587875,19.4180871609707
"33","2014-W01-FRF11","FRF11",1,2014,6.33334112167358,6.3423659324646,6.30697383880615,6.66806221008301,"FRF11","Bas-Rhin",2014,"2014-W01",176,1112815,16.3176002624174,15.8157465526615
"34","2014-W01-FRF12","FRF12",1,2014,5.98238840103149,5.90124711990356,5.91507949829102,6.23627490997314,"FRF12","Haut-Rhin",2014,"2014-W01",123,760134,15.8811753657013,16.1813574974939
